playerID,adjusted_salary,age,career_length,bats,throws,POS,teamName,career_OPS,career_PA,Career_R,Career_H,Career_HR,career_RBI,Career_BB,Career_SO,Career_IBB,career_TB,career_WAR
kaplega01,1450026.0,33.0,11.0,R,R,OF,Tampa Bay Rays,0.757,3175,424,773,80,372,258,456,6,1217,9.06
sanchga01,580000.0,25.0,1.0,R,R,1B,Miami Marlins,0.875,31,2,8,2,4,2,5,0,16,0.1699999999999999
anderga01,3625000.0,37.0,15.0,L,L,OF,Atlanta Braves,0.791,9014,1076,2501,285,1353,424,1190,103,3942,26.74
atkinga01,10222500.0,29.0,6.0,R,R,3B,Colorado Rockies,0.811,3121,394,805,98,479,279,419,12,1275,5.300000000000001
jonesga02,580000.0,28.0,2.0,L,L,1B,Pittsburgh Pirates,0.873,442,52,108,23,49,46,96,8,204,2.89
matthga02,15080000.0,34.0,10.0,B,R,OF,Los Angeles Angels,0.741,4552,603,1045,108,483,448,825,25,1649,14.82
sheffga01,20300000.0,40.0,21.0,R,R,OF,New York Mets,0.907,10947,1636,2689,509,1676,1475,1171,130,4737,60.54
blumge01,1812500.0,36.0,10.0,B,R,3B,Houston Astros,0.697,4089,415,921,95,446,310,618,31,1427,3.2
kottage01,580000.0,26.0,1.0,L,R,C,Boston Red Sox,0.692,112,16,23,1,10,11,27,0,38,-0.21
sotoge01,833750.0,26.0,4.0,R,R,C,Chicago Cubs,0.809,1039,106,239,37,143,117,217,9,417,4.37
lairdge01,4060000.0,29.0,6.0,R,R,C,Detroit Tigers,0.673,1826,233,405,29,167,124,341,3,601,7.28
parrage01,580000.0,22.0,0.0,L,L,OF,Arizona Diamondbacks,0.728,491,59,132,5,60,25,89,1,184,0.23
velazgi01,580000.0,29.0,1.0,R,R,3B,Boston Red Sox,0.282,11,0,1,0,1,0,0,0,1,-0.35
beckhgo01,580000.0,22.0,0.0,R,R,2B,Chicago White Sox,0.807,430,58,102,14,63,41,65,0,174,2.07
sizemgr01,6911666.0,26.0,5.0,L,L,OF,Cleveland Guardians,0.852,3612,552,861,129,413,403,696,33,1517,27.94
dobbsgr01,1667500.0,30.0,5.0,L,R,3B,Philadelphia Phillies,0.741,1005,106,251,26,147,61,179,9,394,0.52
golsogr01,580000.0,23.0,1.0,R,R,OF,Texas Rangers,0.0,7,2,0,0,0,0,5,0,0,-0.24
nortogr01,1160000.0,36.0,13.0,B,R,3B,Atlanta Braves,0.758,2764,315,600,89,338,323,604,16,1009,-2.56
zaungr01,2175000.0,38.0,14.0,B,R,C,Baltimore Orioles,0.732,3925,426,851,86,432,468,532,30,1314,13.18
petitgr01,580000.0,24.0,1.0,R,R,2B,Oakland Athletics,0.637,56,6,15,0,1,2,15,0,18,-0.12
blancgr01,601750.0,25.0,1.0,L,L,OF,Atlanta Braves,0.659,567,57,116,1,39,78,108,2,143,0.79
quirogu01,580000.0,27.0,5.0,R,R,C,Seattle Mariners,0.537,273,18,51,2,28,17,62,0,67,-1.41
rodrigu01,580000.0,31.0,2.0,R,R,C,Baltimore Orioles,0.661,105,11,22,1,15,12,18,0,31,-0.09
blaloha01,8990000.0,28.0,7.0,L,R,3B,Texas Rangers,0.794,3859,499,943,152,535,307,705,22,1628,13.47
ramirha01,7975000.0,25.0,4.0,R,R,SS,Miami Marlins,0.917,2753,470,771,103,313,261,448,26,1294,23.27
blanche01,1087500.0,37.0,12.0,R,R,C,San Diego Padres,0.658,2614,235,531,58,257,214,445,25,854,0.2900000000000002
iribahe01,580000.0,25.0,1.0,L,R,OF,Milwaukee Brewers,0.537,29,2,5,0,2,2,8,0,8,0.01
matsuhi01,18850000.0,35.0,6.0,L,R,OF,New York Yankees,0.852,3820,536,977,140,597,416,485,25,1615,20.44
kendrho01,674250.0,25.0,3.0,R,R,2B,Los Angeles Angels,0.767,1397,184,398,22,167,50,234,8,572,8.91
quinthu01,884500.0,29.0,6.0,R,R,C,Houston Astros,0.6,589,45,127,9,49,23,123,4,178,0.3
pencehu01,636550.0,26.0,2.0,R,R,OF,Houston Astros,0.828,1773,211,472,67,224,124,328,3,799,9.69
desmoia01,580000.0,23.0,0.0,R,R,SS,Washington Nationals,0.879,89,9,23,4,12,5,14,0,46,0.08
kinslia01,4640000.0,27.0,3.0,R,R,2B,Texas Rangers,0.827,2263,364,556,83,273,206,291,4,949,16.66
stewaia01,585800.0,24.0,2.0,L,R,3B,Colorado Rockies,0.783,841,110,175,36,120,87,249,7,334,2.3000000000000003
suzukic01,26100000.0,35.0,8.0,L,R,OF,Seattle Mariners,0.812,6607,973,2030,84,515,412,597,142,2646,51.13
rodriiv01,2175000.0,37.0,18.0,R,R,C,Houston Astros,0.807,9712,1308,2711,305,1264,487,1380,63,4273,68.42
drewjd01,20300000.0,33.0,11.0,L,R,OF,Boston Red Sox,0.896,5321,852,1260,216,705,769,974,45,2241,42.7
hardyjj01,6742500.0,26.0,4.0,R,R,SS,Milwaukee Brewers,0.751,2298,279,543,75,265,189,327,11,888,10.99
towlejr01,582175.0,25.0,2.0,R,R,C,Houston Astros,0.609,268,26,44,7,31,22,57,3,77,-6.938893903907227e-17
custja01,4060000.0,30.0,8.0,L,R,OF,Oakland Athletics,0.829,1886,242,367,89,248,332,605,10,698,6.98
hannaja01,594500.0,29.0,3.0,L,R,3B,Oakland Athletics,0.658,981,91,192,16,90,107,242,4,297,4.199999999999999
wilsoja02,10730000.0,31.0,8.0,R,R,SS,Pittsburgh Pirates,0.684,4819,519,1182,61,397,251,533,24,1651,21.83
ellsbja01,651775.0,25.0,2.0,L,L,OF,Boston Red Sox,0.764,1429,212,384,20,125,98,169,5,536,6.44
foxja02,582175.0,26.0,2.0,R,R,OF,Chicago Cubs,0.762,256,26,58,11,45,15,49,1,105,-0.5
loneyja01,674250.0,25.0,3.0,L,L,1B,Los Angeles Dodgers,0.805,1789,200,477,45,265,151,211,22,730,6.0600000000000005
carroja01,3625000.0,35.0,7.0,R,R,2B,Cleveland Guardians,0.701,2515,369,593,12,174,243,355,4,759,10.54
burkeja02,580000.0,37.0,8.0,R,R,C,Seattle Mariners,0.679,432,53,108,3,39,25,57,0,137,1.21
hoffmja01,580000.0,24.0,0.0,R,R,OF,Los Angeles Dodgers,0.576,24,2,4,1,7,0,5,0,9,-0.08
hoffpja01,580000.0,26.0,0.0,R,R,3B,St. Louis Cardinals,0.855,16,1,3,0,2,4,2,0,5,0.22
saltaja01,595790.0,24.0,2.0,B,R,C,Texas Rangers,0.703,869,100,198,23,93,72,246,3,307,0.95
bartlja01,2872812.0,29.0,5.0,R,R,SS,Tampa Bay Rays,0.744,2269,292,583,25,195,170,315,7,800,17.009999999999998
bayja01,11310000.0,30.0,6.0,R,R,OF,Boston Red Sox,0.895,3897,579,927,185,610,491,896,31,1721,22.5
bourgja01,580000.0,27.0,1.0,R,R,OF,Milwaukee Brewers,0.556,43,6,8,1,3,3,7,0,12,0.17
giambja01,5800000.0,38.0,14.0,L,R,1B,Oakland Athletics,0.932,8135,1159,1871,409,1330,1262,1388,88,3492,51.05
jaramja01,580000.0,26.0,0.0,B,R,C,Pittsburgh Pirates,0.673,224,20,52,3,26,17,33,2,75,-0.24
kendaja01,7250000.0,35.0,13.0,R,R,C,Milwaukee Brewers,0.752,8212,991,2084,75,707,684,641,49,2755,41.14
kubelja01,3987500.0,27.0,5.0,L,R,OF,Minnesota Twins,0.813,1863,229,465,71,279,162,330,13,794,4.3
michaja01,1087500.0,33.0,8.0,R,R,OF,Houston Astros,0.754,2257,299,535,49,263,220,436,5,817,5.12
repkoja01,725000.0,28.0,4.0,R,R,OF,Los Angeles Dodgers,0.668,478,65,97,11,47,33,115,2,159,0.69
smithja05,725000.0,31.0,8.0,L,R,2B,Houston Astros,0.609,618,65,122,17,60,23,181,1,208,-0.99
varitja01,7250000.0,37.0,12.0,B,R,C,Boston Red Sox,0.779,5466,614,1232,175,705,583,1114,57,2073,22.79
bruceja01,605375.0,22.0,1.0,L,L,OF,Cincinnati Reds,0.769,839,110,182,43,110,71,185,3,349,2.05
nixja01,580000.0,26.0,1.0,R,R,3B,Chicago White Sox,0.658,355,38,64,12,34,35,81,3,113,1.11
werthja01,3625000.0,30.0,7.0,R,R,OF,Philadelphia Phillies,0.827,2287,327,520,93,321,279,580,12,917,15.66
lowrije01,600300.0,25.0,1.0,B,R,SS,Boston Red Sox,0.685,382,39,77,4,57,41,88,0,122,1.02
baileje01,580000.0,30.0,2.0,R,R,1B,Boston Red Sox,0.774,159,25,31,6,16,19,39,1,59,-0.0199999999999999
bakerje03,601750.0,28.0,4.0,R,R,2B,Colorado Rockies,0.781,841,118,206,26,109,63,204,3,348,0.93
fioreje01,580000.0,26.0,4.0,L,R,OF,Baltimore Orioles,0.665,173,23,40,1,21,17,29,0,48,0.7
francje02,4893750.0,25.0,4.0,R,R,OF,Atlanta Braves,0.743,2941,350,743,88,400,138,522,24,1184,6.52
keppije01,619875.0,29.0,5.0,R,R,2B,Houston Astros,0.723,1312,139,329,20,121,92,82,7,460,-0.1999999999999999
larisje01,584350.0,26.0,1.0,L,R,1B,Detroit Tigers,0.727,201,25,43,6,23,22,59,0,72,-0.3
mathije01,652500.0,26.0,4.0,R,R,C,Los Angeles Angels,0.597,861,95,150,20,99,74,227,5,240,1.13
salazje01,580000.0,28.0,3.0,L,L,OF,Pittsburgh Pirates,0.684,348,44,69,4,31,44,83,3,104,-0.2100000000000001
hermije01,3262500.0,25.0,4.0,L,R,OF,Miami Marlins,0.769,1929,222,452,57,210,190,426,15,726,2.28
reedje03,1341250.0,28.0,5.0,L,L,OF,New York Mets,0.669,1346,140,312,11,107,98,186,4,436,2.17
dyeje01,16675000.0,35.0,13.0,R,R,OF,Chicago White Sox,0.826,7214,984,1779,325,1072,597,1308,40,3167,20.31
hairsje02,2900000.0,33.0,11.0,R,R,2B,Cincinnati Reds,0.701,3622,448,822,49,291,272,423,3,1184,10.4
owensje01,580000.0,28.0,3.0,L,L,OF,Chicago White Sox,0.624,430,49,103,1,18,30,72,0,120,0.7899999999999999
floreje02,602475.0,24.0,2.0,R,R,C,Washington Nationals,0.719,627,57,149,16,99,40,152,2,233,1.74
guzmaje01,580000.0,25.0,0.0,R,R,1B,San Francisco Giants,0.5,20,0,5,0,0,0,3,0,5,-0.21
peraljh01,5292500.0,27.0,6.0,R,R,SS,Cleveland Guardians,0.756,3456,440,824,96,413,297,757,7,1318,13.72
thomeji01,18850000.0,38.0,18.0,L,R,1B,Chicago White Sox,0.961,9463,1486,2138,564,1565,1619,2313,162,4290,67.51
rolliji01,12325000.0,30.0,9.0,B,R,SS,Philadelphia Phillies,0.768,6512,945,1629,146,621,470,765,35,2607,34.86
ariasjo01,582900.0,24.0,3.0,R,R,3B,Texas Rangers,0.748,141,19,38,0,10,8,15,0,52,0.24
gerutjo01,2573750.0,31.0,6.0,L,L,OF,San Diego Padres,0.765,1918,239,458,57,218,156,244,10,756,7.279999999999999
credejo01,3625000.0,31.0,9.0,R,R,3B,Minnesota Twins,0.748,3377,392,787,140,470,199,459,6,1376,14.7
dillojo02,580000.0,33.0,4.0,R,R,2B,Tampa Bay Rays,0.722,246,35,57,3,19,22,47,0,82,0.63
inglejo01,596385.0,31.0,3.0,L,R,2B,Toronto Blue Jays,0.745,711,82,187,5,68,50,103,0,253,4.35
mauerjo01,15225000.0,26.0,5.0,L,R,C,Minnesota Twins,0.891,2994,419,844,72,397,368,296,65,1248,27.3
thursjo01,688750.0,29.0,7.0,L,R,3B,St. Louis Cardinals,0.63,380,34,75,1,27,35,66,5,108,-0.42
gathrjo01,1160000.0,28.0,5.0,L,R,OF,Chicago Cubs,0.63,1328,177,309,1,96,96,212,0,356,2.14
vottojo01,634375.0,25.0,2.0,L,R,1B,Cincinnati Reds,0.924,1222,162,334,53,185,134,223,20,578,8.17
bakerjo01,580000.0,28.0,1.0,L,R,C,Miami Marlins,0.787,656,91,160,14,82,71,137,9,241,2.06
bowkejo01,590875.0,25.0,1.0,L,L,1B,San Francisco Giants,0.693,423,38,96,12,50,23,92,1,158,-1.41
buckjo01,4205000.0,28.0,5.0,R,R,C,Kansas City Royals,0.705,2116,218,450,70,259,151,500,6,778,2.03
hestejo01,580000.0,25.0,0.0,R,R,C,Arizona Diamondbacks,0.729,30,4,7,1,4,2,7,0,12,0.04
maybejo02,580000.0,25.0,0.0,R,R,OF,Philadelphia Phillies,0.724,60,8,12,4,8,2,23,0,27,-0.16
mcdonjo03,2755000.0,34.0,10.0,R,R,SS,Toronto Blue Jays,0.593,1862,200,408,13,134,75,259,0,543,3.82
damonjo01,18850000.0,35.0,14.0,L,L,OF,New York Yankees,0.794,9433,1483,2425,207,996,866,1048,35,3687,50.61
vanevjo01,580000.0,29.0,1.0,L,L,OF,Boston Red Sox,0.819,31,1,8,1,8,3,11,0,13,-0.08
gomesjo01,870000.0,28.0,6.0,R,R,OF,Cincinnati Reds,0.801,1784,225,372,86,235,177,498,7,727,2.23
schafjo02,580000.0,22.0,0.0,L,L,OF,Atlanta Braves,0.6,195,18,34,2,8,27,63,3,48,-1.63
cantujo01,5075000.0,27.0,5.0,R,R,3B,Miami Marlins,0.779,2725,309,698,90,404,153,436,13,1146,2.3200000000000003
padiljo01,580000.0,29.0,0.0,R,R,OF,Washington Nationals,0.274,26,3,3,0,0,1,8,0,3,-0.63
posadjo01,18995000.0,38.0,14.0,B,R,C,New York Yankees,0.859,6312,817,1488,243,964,838,1278,71,2577,41.76
guilljo01,17400000.0,33.0,12.0,R,R,OF,Kansas City Royals,0.764,5841,693,1456,195,810,289,990,29,2370,6.720000000000001
lobatjo01,580000.0,24.0,0.0,B,R,C,San Diego Padres,0.352,17,0,3,0,0,0,5,0,3,-0.18
lopezjo01,3262500.0,25.0,5.0,R,R,2B,Seattle Mariners,0.715,2977,331,755,70,373,111,336,11,1147,9.48
moraljo02,580000.0,26.0,2.0,B,R,C,Minnesota Twins,0.779,137,15,40,0,7,14,22,1,47,0.67
anderjo03,580000.0,26.0,2.0,L,R,OF,Detroit Tigers,0.665,519,73,132,4,47,26,82,2,171,0.3700000000000001
bardjo01,2320000.0,31.0,7.0,B,R,C,Washington Nationals,0.715,1769,148,411,34,199,160,252,12,617,3.13
barfijo02,603345.0,26.0,3.0,R,R,2B,Cleveland Guardians,0.67,1075,133,267,16,112,44,188,7,380,2.57
fieldjo02,594500.0,26.0,3.0,R,R,3B,Chicago White Sox,0.718,746,90,152,31,101,68,226,0,276,-1.43
hamiljo03,804750.0,28.0,2.0,L,L,OF,Texas Rangers,0.864,1406,193,367,61,231,121,270,15,639,8.51
reddijo01,580000.0,22.0,0.0,L,R,OF,Boston Red Sox,0.549,62,5,10,2,4,2,17,0,20,-0.27
tholejo01,580000.0,22.0,0.0,L,R,C,New York Mets,0.752,59,2,17,0,9,4,5,0,21,0.12
whitejo03,581450.0,27.0,1.0,L,L,1B,Arizona Diamondbacks,0.665,142,8,23,2,15,25,31,4,36,-0.5
willijo03,4277500.0,30.0,5.0,R,R,OF,Washington Nationals,0.84,2152,266,489,87,280,235,430,7,883,8.91
wilsojo03,580000.0,28.0,4.0,R,R,SS,Arizona Diamondbacks,0.614,532,49,110,5,37,29,105,1,160,-1.7100000000000002
bautijo02,3480000.0,28.0,5.0,R,R,OF,Toronto Blue Jays,0.729,2038,241,418,59,211,220,434,9,701,0.0099999999999997
molinjo01,3081250.0,34.0,10.0,R,R,C,New York Yankees,0.609,1587,151,341,20,136,74,318,1,481,2.23
reyesjo01,8881250.0,26.0,6.0,B,R,SS,New York Mets,0.772,3651,551,960,63,325,259,405,28,1457,21.01
castrju01,580000.0,37.0,14.0,R,R,SS,Los Angeles Dodgers,0.602,2694,244,572,36,220,140,443,8,824,-3.28
francju02,580000.0,22.0,0.0,L,R,3B,Cincinnati Reds,1.139,25,4,9,1,7,3,7,0,13,0.53
miranju01,580000.0,26.0,1.0,L,L,1B,New York Yankees,1.014,23,4,7,1,4,2,8,0,11,0.26
pierrju01,14500000.0,31.0,9.0,L,L,OF,Los Angeles Dodgers,0.72,6066,804,1663,13,387,340,337,8,2059,15.89
riverju01,4712500.0,30.0,8.0,R,R,OF,Los Angeles Angels,0.801,2472,296,649,97,366,159,279,9,1071,10.08
uribeju01,1450000.0,30.0,8.0,R,R,SS,San Francisco Giants,0.728,4180,482,985,127,514,219,748,8,1651,13.49
borboju01,580000.0,23.0,0.0,L,L,OF,Texas Rangers,0.79,179,30,49,4,20,15,28,0,65,0.75
lugoju01,13412500.0,33.0,9.0,R,R,SS,Boston Red Sox,0.727,5026,659,1213,80,452,420,815,4,1751,14.44
huberju01,580000.0,26.0,4.0,R,R,OF,Minnesota Twins,0.58,175,14,36,2,15,9,45,0,49,-1.1
maxweju01,580000.0,25.0,2.0,R,R,OF,Washington Nationals,0.794,129,18,29,6,14,13,40,0,53,0.79
morneju01,16820000.0,28.0,6.0,L,R,1B,Minnesota Twins,0.851,3601,478,893,163,623,346,533,65,1598,16.76
turneju01,580000.0,24.0,0.0,R,R,3B,Baltimore Orioles,0.485,22,2,3,0,3,4,3,0,3,0.23
uptonju01,597400.0,21.0,2.0,R,R,OF,Arizona Diamondbacks,0.835,1157,153,278,43,139,120,295,13,496,4.24
matsuka01,7975000.0,33.0,5.0,B,R,2B,Houston Astros,0.712,2477,326,605,32,210,175,393,9,864,6.140000000000001
johnske05,4096250.0,27.0,4.0,L,R,2B,Atlanta Braves,0.776,1902,270,439,45,206,203,359,7,715,7.52
shoppke01,2827500.0,29.0,4.0,R,R,C,Cleveland Guardians,0.776,1043,134,219,43,141,88,339,3,408,5.94
griffke02,2900000.0,39.0,20.0,L,L,OF,Seattle Mariners,0.912,11196,1656,2763,630,1829,1303,1762,246,5251,84.6
moralke01,1595000.0,26.0,3.0,B,R,1B,Los Angeles Angels,0.839,1029,126,267,46,153,73,173,13,476,3.98
johjike01,11116666.0,33.0,3.0,R,R,C,Seattle Mariners,0.721,1722,166,431,48,198,66,148,2,661,5.34
barkeke01,580000.0,33.0,10.0,L,L,1B,Cincinnati Reds,0.682,323,32,71,6,36,34,65,2,101,-0.34
cashke01,580000.0,31.0,7.0,R,R,C,New York Yankees,0.535,585,47,98,10,53,38,166,1,151,-2.07
frandke01,594500.0,27.0,3.0,R,R,2B,San Francisco Giants,0.645,453,41,98,7,39,27,42,3,139,-1.83
kouzmke01,626980.0,27.0,3.0,R,R,3B,San Diego Padres,0.743,1836,182,442,62,257,87,351,8,736,5.2
millake01,1232500.0,37.0,11.0,R,R,1B,Toronto Blue Jays,0.81,5382,648,1284,170,699,564,838,17,2120,14.23
richake02,580000.0,28.0,0.0,R,R,C,Texas Rangers,1.0,6,2,3,0,0,0,2,0,3,0.08
youklke01,9062500.0,30.0,5.0,R,R,1B,Boston Red Sox,0.878,2857,424,705,93,408,354,522,13,1176,21.8
greenkh01,9425000.0,29.0,6.0,R,R,SS,St. Louis Cardinals,0.724,2835,322,628,90,352,190,556,18,1083,8.450000000000001
fukudko01,18125000.0,32.0,1.0,L,R,OF,Chicago Cubs,0.767,1193,158,258,21,112,174,216,12,400,2.64
hillko01,688750.0,30.0,6.0,B,R,C,Chicago Cubs,0.59,543,42,104,5,49,48,143,7,147,-0.76
suzukku01,594500.0,25.0,2.0,R,R,C,Oakland Athletics,0.727,1450,155,357,29,169,96,167,2,523,7.68
blankky01,580000.0,22.0,0.0,R,R,OF,San Diego Padres,0.869,172,24,37,10,22,18,55,1,76,0.91
phillky01,580000.0,25.0,0.0,L,R,C,Toronto Blue Jays,0.722,18,1,5,0,2,0,4,0,8,-0.08
berkmla01,21025000.0,33.0,10.0,B,L,OF,Houston Astros,0.967,6355,969,1575,313,1041,980,1051,130,2923,46.37
powella01,580000.0,27.0,0.0,B,R,C,Oakland Athletics,0.726,155,19,32,7,30,14,36,0,60,0.6
millela02,655400.0,24.0,3.0,R,R,OF,Washington Nationals,0.726,1243,127,298,29,133,76,224,7,446,0.16
nixla01,580000.0,28.0,6.0,L,L,OF,Cincinnati Reds,0.698,1267,157,280,44,164,64,327,10,498,1.22
marsolo01,580000.0,23.0,1.0,R,R,C,Philadelphia Phillies,0.77,76,11,17,1,6,10,23,0,27,0.45
castilu01,9062500.0,33.0,13.0,B,R,2B,New York Mets,0.723,7172,973,1831,28,426,761,825,12,2219,28.75
cruzlu01,582175.0,25.0,1.0,R,R,3B,Pittsburgh Pirates,0.528,152,11,30,0,5,9,9,1,34,-0.27
duranlu01,580000.0,23.0,0.0,B,R,OF,San Diego Padres,1.16,14,3,6,0,0,2,2,0,6,0.27
hernalu01,580000.0,25.0,2.0,B,R,SS,Kansas City Royals,0.56,243,18,54,1,14,12,39,0,61,-0.56
montalu01,580000.0,27.0,1.0,R,R,OF,Baltimore Orioles,0.661,208,23,48,4,20,9,36,0,73,-0.29
rodrilu01,978750.0,29.0,4.0,B,R,SS,San Diego Padres,0.639,984,90,208,8,66,94,89,5,276,0.31
valbulu01,580435.0,23.0,1.0,L,R,3B,Cleveland Guardians,0.708,452,58,104,10,32,30,94,0,170,0.77
carlilu01,580000.0,28.0,1.0,B,R,C,Arizona Diamondbacks,0.469,126,15,17,1,7,13,37,0,25,-0.05
scottlu01,3480000.0,31.0,4.0,L,R,OF,Baltimore Orioles,0.845,1805,214,419,76,247,200,367,24,785,7.3
overbly01,11527500.0,32.0,8.0,L,L,1B,Toronto Blue Jays,0.812,3841,448,936,102,457,444,684,44,1508,15.15
ordonma01,27508814.0,35.0,12.0,R,R,OF,Detroit Tigers,0.884,7023,987,1974,277,1145,588,773,36,3244,38.93
izturma01,2320000.0,28.0,5.0,B,R,3B,Los Angeles Angels,0.736,1862,257,463,24,216,159,183,8,654,8.59
ramirma02,34589016.0,37.0,16.0,R,R,OF,Los Angeles Dodgers,1.002,9437,1506,2494,546,1788,1283,1748,212,4703,68.77
scutama01,1595000.0,33.0,7.0,R,R,SS,Toronto Blue Jays,0.721,3103,387,727,50,294,297,377,5,1053,12.91
thamema01,3298750.0,32.0,7.0,R,R,OF,Detroit Tigers,0.797,1709,230,376,101,261,136,433,4,760,2.02
derosma01,7975000.0,34.0,11.0,R,R,3B,Cleveland Guardians,0.767,3556,484,869,92,430,299,606,16,1341,11.09
ellisma01,7250000.0,32.0,7.0,R,R,2B,Oakland Athletics,0.74,3571,467,841,80,369,296,488,11,1292,22.87
kotsama01,2175000.0,33.0,12.0,L,L,OF,Boston Red Sox,0.749,6169,725,1576,113,632,477,655,31,2318,23.78
loretma01,1812500.0,37.0,14.0,R,R,2B,Los Angeles Dodgers,0.755,6558,768,1713,76,629,555,605,20,2294,19.32
reynoma01,612625.0,25.0,2.0,R,R,3B,Arizona Diamondbacks,0.838,1689,247,381,89,261,177,556,7,742,5.16
teahema01,5183750.0,27.0,4.0,L,R,3B,Kansas City Royals,0.75,2732,343,667,59,293,218,573,20,1038,3.97
teixema01,29906250.0,29.0,6.0,B,R,1B,New York Yankees,0.923,4638,669,1167,242,798,523,808,69,2191,36.57
anderma02,1667500.0,35.0,11.0,L,R,2B,New York Mets,0.705,3508,392,849,63,371,227,471,28,1252,7.25
byrdma01,4437000.0,31.0,7.0,R,R,OF,Texas Rangers,0.762,2969,380,744,60,335,215,515,14,1124,11.09
pradoma01,601750.0,25.0,3.0,R,R,3B,Atlanta Braves,0.811,868,108,239,14,93,65,101,1,351,3.94
gamelma01,582900.0,23.0,1.0,L,R,3B,Milwaukee Brewers,0.771,150,11,32,5,20,18,55,2,56,0.28
carsoma01,580000.0,27.0,0.0,R,R,OF,Oakland Athletics,0.702,22,1,6,1,5,0,7,0,9,-0.14
diazma02,1794375.0,31.0,6.0,R,R,OF,Atlanta Braves,0.817,1403,158,397,36,161,71,258,8,588,4.8
downsma01,580000.0,25.0,0.0,R,R,2B,San Francisco Giants,0.514,60,6,9,1,2,6,13,1,14,-0.22
hollima01,19575000.0,29.0,5.0,R,R,OF,Oakland Athletics,0.932,3638,573,1030,152,592,323,606,25,1765,23.78
joycema01,595080.0,24.0,1.0,L,R,OF,Tampa Bay Rays,0.824,314,43,67,15,40,34,72,0,135,1.45
katama01,580000.0,31.0,6.0,B,R,2B,Houston Astros,0.66,763,89,166,12,63,48,126,2,257,-0.6599999999999999
kempma01,677150.0,24.0,3.0,R,R,OF,Los Angeles Dodgers,0.826,1801,267,495,61,242,123,411,13,796,10.21
laporma01,580000.0,24.0,0.0,R,R,1B,Cleveland Guardians,0.75,198,29,46,7,21,12,37,0,80,0.49
murtoma01,580000.0,27.0,4.0,R,R,OF,Colorado Rockies,0.788,1058,134,272,29,112,93,149,5,415,3.26
pagnoma01,580000.0,26.0,0.0,R,R,C,St. Louis Cardinals,0.25,5,1,0,0,0,1,0,0,0,0.07
stairma01,2356250.0,41.0,17.0,L,R,OF,Philadelphia Phillies,0.839,5839,752,1333,259,881,697,1067,57,2423,14.35
tolbema01,587250.0,27.0,1.0,B,R,2B,Minnesota Twins,0.648,354,46,78,2,25,28,56,1,105,0.47
treanma01,1087500.0,33.0,5.0,R,R,C,Detroit Tigers,0.629,846,63,171,8,70,77,161,7,229,1.5499999999999998
tuiasma01,580000.0,23.0,1.0,R,R,OF,Seattle Mariners,0.539,72,3,12,1,4,4,21,0,20,-0.01
wietema01,580000.0,23.0,0.0,B,R,C,Baltimore Orioles,0.752,385,35,102,9,43,28,86,2,146,1.38
cabreme01,2030000.0,24.0,4.0,B,L,OF,New York Yankees,0.716,2148,250,518,36,228,171,246,12,740,5.67
morame01,11600000.0,37.0,10.0,R,R,3B,Baltimore Orioles,0.788,5669,750,1384,164,693,487,876,15,2169,29.33
hoffpmi01,590875.0,29.0,1.0,L,L,OF,Chicago Cubs,0.776,337,42,81,12,43,26,70,1,139,0.26
aubremi01,580000.0,27.0,1.0,L,L,1B,Baltimore Orioles,0.754,145,14,35,6,17,10,15,0,60,0.1999999999999999
barremi01,870000.0,32.0,11.0,R,R,C,Toronto Blue Jays,0.742,3873,398,925,98,424,279,480,38,1481,2.72
bournmi01,630025.0,26.0,3.0,L,R,OF,Houston Astros,0.676,1336,185,314,9,70,114,275,3,419,5.07
brantmi02,580000.0,22.0,0.0,L,L,OF,Cleveland Guardians,0.706,121,10,35,0,11,8,19,0,39,-0.03
cuddymi01,11116666.0,30.0,8.0,R,R,OF,Minnesota Twins,0.801,3296,443,791,107,429,305,617,20,1341,10.25
saundmi01,580000.0,22.0,0.0,L,R,OF,Seattle Mariners,0.537,129,13,27,0,4,6,40,0,34,-0.74
youngmi02,18929063.0,32.0,9.0,R,R,SS,Texas Rangers,0.798,5989,819,1662,137,720,402,889,10,2470,23.07
hernami01,580000.0,30.0,6.0,R,R,C,Tampa Bay Rays,0.591,127,14,28,1,12,8,16,0,36,-0.14
cabremi01,20855421.0,26.0,6.0,R,R,1B,Detroit Tigers,0.925,4441,630,1220,209,753,446,825,90,2124,26.05
cairomi01,725000.0,35.0,13.0,R,R,2B,Philadelphia Phillies,0.673,3734,432,893,28,320,204,396,8,1203,6.7
montemi01,616250.0,25.0,3.0,L,R,C,Arizona Diamondbacks,0.777,938,115,224,31,117,78,165,10,373,2.2
olivomi01,3915000.0,30.0,7.0,R,R,C,Kansas City Royals,0.701,2631,290,602,96,330,98,683,12,1051,4.94
tejadmi01,21476550.0,35.0,12.0,R,R,SS,Houston Astros,0.81,8014,1116,2114,285,1185,505,952,64,3436,45.99
avilemi01,615525.0,28.0,1.0,R,R,SS,Kansas City Royals,0.751,568,78,158,11,59,22,84,4,231,3.98
camermi01,14500000.0,36.0,14.0,R,R,OF,Milwaukee Brewers,0.788,7435,1013,1610,265,926,825,1798,19,2885,46.82
carpmi01,580000.0,23.0,0.0,L,R,1B,Seattle Mariners,0.878,65,7,17,1,5,8,10,0,25,0.73
